URL,名称,住所,最寄駅,施工年月,市区
https://db.self-in.com/mansion/1632748.html,エンクレスト香椎セピア通り,福岡県福岡市東区香椎駅前2丁目15番45号,"['西鉄香椎駅より 徒歩3分', '香椎駅より 徒歩8分', '香椎宮前駅より 徒歩10分', '西鉄千早駅より 徒歩18分', '千早駅より 徒歩19分', '香椎花園前駅より 徒歩19分']",2019年10月,福岡市東区
https://db.self-in.com/mansion/1399065.html,アクタス福岡県庁前グラシア,福岡県福岡市東区馬出5丁目27番27号,"['箱崎宮前駅より 徒歩3分', '馬出九大病院前駅より 徒歩4分', '吉塚駅より 徒歩10分', '西鉄バス「馬出通り」バス停より 徒歩1分']",2019年7月,福岡市東区
https://db.self-in.com/mansion/778782.html,パークフロント香椎照葉イースト,福岡県福岡市東区香椎照葉4丁目4番20号,"['香椎花園前駅より 徒歩27分', '照葉ガーデンスクエアバス停より 徒歩4分']",2019年7月,福岡市東区
https://db.self-in.com/mansion/778545.html,ファーネスト箱崎九大前レジスタ,福岡県福岡市東区箱崎3丁目26番10号,"['箱崎九大前駅より 徒歩1分', '箱崎駅より 徒歩10分']",2019年6月,福岡市東区
https://db.self-in.com/mansion/773077.html,アルファスマート松島,福岡県福岡市東区松島1丁目10番10号,"['箱崎駅より 徒歩21分', '西鉄バス「松島一丁目」バス停より 徒歩7分']",2019年3月,福岡市東区
https://db.self-in.com/mansion/778783.html,パークフロント香椎照葉,福岡県福岡市東区香椎照葉4丁目4番,"['香椎花園前駅より 徒歩27分', '照葉ガーデンスクエアバス停より 徒歩4分']",2019年2月,福岡市東区
https://db.self-in.com/mansion/1412253.html,センターマークスタワー,福岡県福岡市東区香椎照葉5丁目1番12号,"['西鉄バス「こども病院」バス停より 徒歩5分', '千早駅より バス19分']",2019年2月,福岡市東区
https://db.self-in.com/mansion/1398246.html,サヴォイ ラルカンジュ,福岡県福岡市東区馬出1丁目24番35号,"['吉塚駅より 徒歩7分', '馬出九大病院前駅より 徒歩7分', '吉塚営業所バス停より 徒歩2分', '巴町バス停より 徒歩2分']",2019年1月,福岡市東区
https://db.self-in.com/mansion/765526.html,モントーレ香椎浜サーフタワーイーストウイング,福岡県福岡市東区香椎浜3丁目3番,['西鉄バス「香椎浜中央」バス停より 徒歩4分'],2018年11月,福岡市東区
https://db.self-in.com/mansion/1399462.html,ラメゾンドサヴォイ,福岡県福岡市東区馬出2丁目19番13号,"['西鉄バス・JR九州バス「馬出」バス停より 徒歩1分', '西鉄バス「馬出通り」バス停より 徒歩3分', '馬出九大病院前駅より 徒歩3分', '吉塚駅より 徒歩9分']",2018年10月,福岡市東区
https://db.self-in.com/mansion/769578.html,サンパーク千早グラッセ,福岡県福岡市東区千早1丁目5番15号,"['名島駅より 徒歩11分', '西鉄「城浜団地」バス停より 徒歩4分']",2018年9月,福岡市東区
https://db.self-in.com/mansion/760784.html,照葉テラス　パークカーサ０３,福岡県福岡市東区香椎照葉2丁目1番,['香椎花園前駅より 徒歩19分'],2018年2月,福岡市東区
https://db.self-in.com/mansion/757081.html,グランドメゾン照葉テラスパークカーサ０２,福岡県福岡市東区香椎照葉2丁目1番2号,['香椎花園前駅より 徒歩19分'],2017年11月,福岡市東区
https://db.self-in.com/mansion/748658.html,エイルマンション千早駅前,福岡県福岡市東区水谷2丁目55番1号,"['千早駅より 徒歩3分', '西鉄バス「水谷」バス停より 徒歩3分']",2017年11月,福岡市東区
https://db.self-in.com/mansion/771321.html,プレミスト千早中央公園,福岡県福岡市東区千早4丁目14番1号,"['千早駅より 徒歩5分', '西鉄千早駅より 徒歩5分']",2017年7月,福岡市東区
https://db.self-in.com/mansion/757055.html,サンリヤン箱崎九大前ステーションレジデンス,福岡県福岡市東区箱崎3丁目25番16号,['箱崎九大前駅より 徒歩1分'],2017年6月,福岡市東区
https://db.self-in.com/mansion/1399066.html,サヴォイ箱崎セントリシティ,福岡県福岡市東区箱崎1丁目12番20号,"['箱崎駅より 徒歩3分', '西鉄バス「箱崎駅西口」バス停より 徒歩3分']",2017年3月,福岡市東区
https://db.self-in.com/mansion/1504050.html,グランフォーレ箱崎プレミア,福岡県福岡市東区箱崎1丁目27番21号,"['箱崎駅より 徒歩5分', '箱崎宮前駅より 徒歩7分', '箱崎九大前駅より 徒歩11分']",2017年3月,福岡市東区
https://db.self-in.com/mansion/752387.html,グランドメゾン照葉テラスパークカーサ０１,福岡県福岡市東区香椎照葉2丁目1番1号,"['香椎花園前駅より 徒歩19分', '「照葉小中学校前」バス停より 徒歩1分']",2017年1月,福岡市東区
https://db.self-in.com/mansion/781297.html,サヴォイ箱崎邸園,福岡県福岡市東区箱崎1丁目38番18号,"['箱崎宮前駅より 徒歩3分', '箱崎駅より 徒歩5分', '網屋町バス停より 徒歩2分']",2016年9月,福岡市東区
https://db.self-in.com/mansion/749698.html,照葉テラスフォレストカーサ,福岡県福岡市東区香椎照葉2丁目6番1号,"['西鉄バス「照葉小中学校前」バス停より 徒歩1分', '香椎花園前駅より 徒歩19分']",2016年6月,福岡市東区
https://db.self-in.com/mansion/1393967.html,ウインステージ箱崎２,福岡県福岡市東区箱崎2丁目6番15号,"['箱崎宮前駅より 徒歩4分', '箱崎駅より 徒歩7分']",2016年3月,福岡市東区
https://db.self-in.com/mansion/707902.html,サンリヤン香椎駅前３番館,福岡県福岡市東区香椎駅前2丁目15番32号,"['西鉄香椎駅より 徒歩3分', '香椎駅より 徒歩7分']",2016年2月,福岡市東区
https://db.self-in.com/mansion/763364.html,アイタワー,福岡県福岡市東区香椎照葉3丁目2番7号,"['香椎花園前駅より 徒歩28分', 'アイランドシティ中央公園前バス停より 徒歩4分', '千早駅より バス11分']",2016年2月,福岡市東区
https://db.self-in.com/mansion/1344826.html,グランフォーレプライム箱崎,福岡県福岡市東区箱崎1丁目1番8号,"['箱崎駅より 徒歩8分', '箱崎宮前駅より 徒歩7分', '馬出九大病院前駅より 徒歩11分']",2015年12月,福岡市東区
https://db.self-in.com/mansion/709790.html,モントーレ香椎浜サーフタワーウエストウイング,福岡県福岡市東区香椎浜3丁目3番4号,"['西鉄バス「香椎浜北公園前」バス停より 徒歩2分', '西鉄香椎駅より 徒歩20分', '香椎駅より 徒歩23分', '千早駅より 徒歩22分']",2015年12月,福岡市東区
https://db.self-in.com/mansion/708156.html,オーヴィジョン照葉アクアテラス,福岡県福岡市東区香椎照葉3丁目1番1号,"['JR西鉄バス「アイランドシティ中央公園前」バス停バス停より 徒歩4分', '千早駅より バス10分']",2015年10月,福岡市東区
https://db.self-in.com/mansion/708252.html,パークナード香椎,福岡県福岡市東区香椎駅前3丁目16番33号,"['香椎駅より 徒歩11分', '西鉄香椎駅より 徒歩8分', '西鉄「福岡女子大前」バス停バス停より 徒歩1分']",2015年7月,福岡市東区
https://db.self-in.com/mansion/1333744.html,サンヒルズ吉塚,福岡県福岡市東区馬出1丁目32番14号,"['吉塚駅より 徒歩5分', '馬出九大病院前駅より 徒歩8分', '箱崎宮前駅より 徒歩13分']",2015年7月,福岡市東区
https://db.self-in.com/mansion/707912.html,モントーレ香椎浜サーフコート,福岡県福岡市東区香椎浜3丁目3番7号,"['千早駅より 徒歩22分', '西鉄バス「留学生会館前」バス停バス停より 徒歩5分', '香椎駅より バス11分']",2015年5月,福岡市東区
https://db.self-in.com/mansion/1409136.html,モントーレ香椎浜,福岡県福岡市東区香椎浜3丁目3番,"['千早駅より 徒歩22分', '西鉄バス「留学生会館前」バス停バス停より 徒歩5分', '香椎駅より バス11分']",2015年5月,福岡市東区
https://db.self-in.com/mansion/708389.html,MJRシティ香椎サウス,福岡県福岡市東区香椎浜4丁目9番,['香椎駅より 徒歩12分'],2015年3月,福岡市東区
https://db.self-in.com/mansion/707886.html,アンピール千早駅南,福岡県福岡市東区名島5丁目69番12号,"['千早駅より 徒歩5分', '西鉄千早駅より 徒歩5分']",2015年3月,福岡市東区
https://db.self-in.com/mansion/763503.html,エイリックタウン箱崎公園ファミリアＷＥＳＴ,福岡県福岡市東区原田4丁目24番60号,['柚須駅より 徒歩20分'],2015年1月,福岡市東区
https://db.self-in.com/mansion/599675.html,ザ・サンズ千早駅前,福岡県福岡市東区千早4丁目22番,['千早駅より 徒歩3分'],2015年1月,福岡市東区
https://db.self-in.com/mansion/1442010.html,ラファセエスティーロ箱崎駅前,福岡県福岡市東区箱崎3丁目3番28号,"['箱崎駅より 徒歩3分', '箱崎九大前駅より 徒歩10分', '貝塚駅より 徒歩19分']",2014年9月,福岡市東区
https://db.self-in.com/mansion/1387287.html,MJR千早,福岡県福岡市東区千早4丁目25番17号,"['西鉄千早駅より 徒歩4分', '千早駅より 徒歩4分', '香椎宮前駅より 徒歩7分']",2014年7月,福岡市東区
https://db.self-in.com/mansion/707780.html,セントラルパーク香椎照葉,福岡県福岡市東区香椎照葉4丁目2番1号,['香椎花園前駅より 徒歩21分'],2014年7月,福岡市東区
https://db.self-in.com/mansion/763367.html,エイリックタウン箱崎公園ファミリアEAST,福岡県福岡市東区原田4丁目24番55号,['柚須駅より 徒歩21分'],2014年4月,福岡市東区
https://db.self-in.com/mansion/1309469.html,ウインステージ箱崎,福岡県福岡市東区箱崎2丁目6番16号,['箱崎宮前駅より 徒歩4分'],2014年3月,福岡市東区
https://db.self-in.com/mansion/763366.html,パーク・サンリヤン名島,福岡県福岡市東区名島5丁目66番8号,['名島駅より 徒歩4分'],2014年2月,福岡市東区
https://db.self-in.com/mansion/777708.html,MJRシティ香椎,福岡県福岡市東区香椎浜4丁目9番1号,"['西鉄香椎駅より 徒歩10分', '香椎駅より 徒歩11分']",2014年2月,福岡市東区
https://db.self-in.com/mansion/708012.html,アクロス松崎ファインテラス,福岡県福岡市東区松崎1丁目44番9号,"['西鉄バス「火の見下」バス停バス停より 徒歩2分', '名島駅より 徒歩16分', '千早駅より 徒歩19分', '西鉄千早駅より 徒歩19分']",2013年10月,福岡市東区
https://db.self-in.com/mansion/1381530.html,グランディアソラーレ県庁前,福岡県福岡市東区馬出1丁目31番5号,"['吉塚駅より 徒歩6分', '馬出九大病院前駅より 徒歩7分', '箱崎宮前駅より 徒歩11分', '西鉄バス「吉塚営業所」バス停より 徒歩2分']",2013年9月,福岡市東区
https://db.self-in.com/mansion/598807.html,プレミスト千早レジデンス,福岡県福岡市東区香椎団地1番30号,['千早駅より 徒歩8分'],2013年4月,福岡市東区
https://db.self-in.com/mansion/1402486.html,サヴォイザ・ティファナ,福岡県福岡市東区馬出2丁目4番19号,"['馬出九大病院前駅より 徒歩3分', '吉塚駅より 徒歩10分']",2013年1月,福岡市東区
https://db.self-in.com/mansion/711246.html,ファーネスト箱崎駅前グレイス,福岡県福岡市東区箱崎3丁目3番15号,['箱崎駅より 徒歩4分'],2012年7月,福岡市東区
https://db.self-in.com/mansion/715603.html,ファーネスト箱崎宮前,福岡県福岡市東区箱崎1丁目38番17号,['箱崎宮前駅より 徒歩3分'],2012年3月,福岡市東区
https://db.self-in.com/mansion/599647.html,照葉テラスマリナコート３番館,福岡県福岡市東区香椎照葉2丁目5番3号,['照葉小中学校前バス停より 徒歩3分'],2012年2月,福岡市東区
https://db.self-in.com/mansion/716623.html,サンリヤン香椎駅前１番館,福岡県福岡市東区香椎駅前2丁目21番37号,"['香椎駅より 徒歩5分', '西鉄香椎駅より 徒歩4分']",2012年1月,福岡市東区
https://db.self-in.com/mansion/940960.html,ラファセフェリーズ,福岡県福岡市東区箱崎2丁目12番18号,"['箱崎駅より 徒歩5分', '箱崎九大前駅より 徒歩5分']",2011年12月,福岡市東区
https://db.self-in.com/mansion/592461.html,プレミスト千早タワーツインマークスブライトタワー,福岡県福岡市東区千早4丁目21番55号,"['千早駅より 徒歩3分', '西鉄千早駅より 徒歩3分']",2011年8月,福岡市東区
https://db.self-in.com/mansion/515917.html,エステムプラザ福岡・県庁前ネオシス,福岡県福岡市東区馬出2丁目20番22号,"['馬出九大病院前駅より 徒歩4分', '吉塚駅より 徒歩8分']",2011年8月,福岡市東区
https://db.self-in.com/mansion/728914.html,プレミスト千早タワーツインマークスセンターレジデンス,福岡県福岡市東区千早4丁目21番55号,"['千早駅より 徒歩3分', '西鉄千早駅より 徒歩3分']",2011年6月,福岡市東区
https://db.self-in.com/mansion/599125.html,プレミスト千早タワーツインマークス,福岡県福岡市東区千早4丁目21番55号,"['千早駅より 徒歩3分', '西鉄千早駅より 徒歩3分']",2011年6月,福岡市東区
https://db.self-in.com/mansion/546389.html,プレミスト千早タワーツインマークスエアタワー,福岡県福岡市東区千早4丁目21番55号,"['千早駅より 徒歩3分', '西鉄千早駅より 徒歩3分']",2011年5月,福岡市東区
https://db.self-in.com/mansion/758390.html,ラファセ九大病院前,福岡県福岡市東区馬出4丁目6番4号,"['箱崎宮前駅より 徒歩5分', '馬出九大病院前駅より 徒歩11分', '吉塚駅より 徒歩15分', '箱崎九大前駅より 徒歩15分']",2011年3月,福岡市東区
https://db.self-in.com/mansion/598881.html,照葉テラスマリナコート１番館,福岡県福岡市東区香椎照葉2丁目5番1号,"['照葉小中学校前バス停より 徒歩3分', '香椎花園前駅より 徒歩17分']",2010年11月,福岡市東区
https://db.self-in.com/mansion/515879.html,MJR香椎,福岡県福岡市東区香椎駅前3丁目33番33号,"['香椎駅より 徒歩8分', '西鉄香椎駅より 徒歩10分', '西鉄バス「香椎小学校前」バス停より 徒歩3分']",2010年4月,福岡市東区
https://db.self-in.com/mansion/516789.html,ラファセ箱崎,福岡県福岡市東区箱崎1丁目16番1号,"['箱崎駅より 徒歩7分', '箱崎宮前駅より 徒歩8分']",2010年3月,福岡市東区
https://db.self-in.com/mansion/537373.html,パーク・サンリヤン香住ケ丘,福岡県福岡市東区香住ヶ丘1丁目27番45号,"['香椎花園前駅より 徒歩4分', '西鉄バス「香住ヶ丘三丁目」バス停より 徒歩2分', '天神駅より バス38分']",2010年2月,福岡市東区
https://db.self-in.com/mansion/569767.html,ＭＪＲザ千早,福岡県福岡市東区水谷2丁目53番1号,['西鉄千早駅より 徒歩1分'],2010年1月,福岡市東区
https://db.self-in.com/mansion/516095.html,アトラスアルファーノ箱崎,福岡県福岡市東区箱崎ふ頭3丁目4番20号,['貝塚駅より 徒歩8分'],2010年1月,福岡市東区
https://db.self-in.com/mansion/543879.html,サンリヤン箱崎イーストコート,福岡県福岡市東区箱崎4丁目22番1号,['箱崎宮前駅より 徒歩5分'],2009年11月,福岡市東区
https://db.self-in.com/mansion/739832.html,西鉄サンリヤン箱崎イーストコート,福岡県福岡市東区箱崎4丁目22番1号,['箱崎宮前駅より 徒歩6分'],2009年11月,福岡市東区
https://db.self-in.com/mansion/734210.html,西鉄サンリヤン箱崎ウエストコート,福岡県福岡市東区箱崎4丁目30番1号,['箱崎宮前駅より 徒歩7分'],2009年10月,福岡市東区
https://db.self-in.com/mansion/598734.html,サンリヤン箱崎ウエストコート,福岡県福岡市東区箱崎4丁目20番97号,['箱崎宮前駅より 徒歩7分'],2009年10月,福岡市東区
https://db.self-in.com/mansion/581920.html,アイランドタワースカイクラブＡ棟,福岡県福岡市東区香椎照葉3丁目3番1号,"['香椎花園前駅より 徒歩16分', '西鉄バス「香椎照葉三丁目」バス停より 徒歩1分', '千早駅より バス18分']",2009年7月,福岡市東区
https://db.self-in.com/mansion/736805.html,サンネストピア箱崎駅前,福岡県福岡市東区筥松2丁目22番4号,['箱崎駅より 徒歩2分'],2009年6月,福岡市東区
https://db.self-in.com/mansion/516567.html,グランフォーレラグゼ箱崎宮前,福岡県福岡市東区箱崎2丁目11番1号,"['箱崎駅より 徒歩6分', '箱崎九大前駅より 徒歩7分']",2009年6月,福岡市東区
https://db.self-in.com/mansion/546639.html,シルフアールレジア,福岡県福岡市東区名島5丁目67番48号,"['西鉄千早駅より 徒歩9分', '名島駅より 徒歩4分']",2009年4月,福岡市東区
https://db.self-in.com/mansion/515865.html,照葉テラスマリナコート２番館,福岡県福岡市東区香椎照葉2丁目5番2号,"['香椎駅より 徒歩30分', 'アイランドシティバス停より 徒歩5分']",2009年3月,福岡市東区
https://db.self-in.com/mansion/54611.html,グランディアソラーレ和白,福岡県福岡市東区塩浜3丁目413番1号,['奈多駅より 徒歩10分'],2009年3月,福岡市東区
https://db.self-in.com/mansion/712911.html,ネストピア箱崎駅前,福岡県福岡市東区箱崎3丁目7番27号,['箱崎駅より 徒歩3分'],2009年3月,福岡市東区
https://db.self-in.com/mansion/733934.html,エンクレスト吉塚駅前２,福岡県福岡市東区馬出1丁目16番1号,"['吉塚駅より 徒歩3分', '馬出九大病院前駅より 徒歩9分', '箱崎宮前駅より 徒歩13分']",2009年3月,福岡市東区
https://db.self-in.com/mansion/54369.html,アンピール箱崎,福岡県福岡市東区原田1丁目22番6号,['箱崎駅より 徒歩13分'],2009年2月,福岡市東区
https://db.self-in.com/mansion/584803.html,ブライトサンリヤン箱崎宮前,福岡県福岡市東区箱崎2丁目50番2号,['箱崎宮前駅より 徒歩3分'],2009年2月,福岡市東区
https://db.self-in.com/mansion/586040.html,サヴォイスタジオスイーツ,福岡県福岡市東区箱崎3丁目8番10号,['箱崎駅より 徒歩2分'],2008年12月,福岡市東区
https://db.self-in.com/mansion/54467.html,サングレート貝塚駅前,福岡県福岡市東区筥松4丁目3575番69号,['貝塚駅より 徒歩5分'],2008年11月,福岡市東区
https://db.self-in.com/mansion/598779.html,ストリームライン香住ヶ丘,福岡県福岡市東区香住ヶ丘2丁目20番15号,"['九産大前駅より 徒歩3分', '香椎花園前駅より 徒歩11分']",2008年11月,福岡市東区
https://db.self-in.com/mansion/577721.html,アイランドタワースカイクラブＣ棟,福岡県福岡市東区香椎照葉3丁目3番1号,['香椎花園前駅より 徒歩40分'],2008年8月,福岡市東区
https://db.self-in.com/mansion/53615.html,アイランドタワースカイクラブ,福岡県福岡市東区香椎照葉3丁目3番,"['香椎花園前駅より 徒歩16分', '西鉄香椎駅より 徒歩24分', '西鉄バス「香椎照葉三丁目」バス停より 徒歩1分', '千早駅より バス18分']",2008年7月,福岡市東区
https://db.self-in.com/mansion/54221.html,アリスト名島ファースト・ビュー,福岡県福岡市東区名島4丁目5番1号,"['名島駅より 徒歩7分', '貝塚駅より 徒歩21分']",2008年7月,福岡市東区
https://db.self-in.com/mansion/756688.html,アイセレブ箱崎浪漫邸,福岡県福岡市東区箱崎1丁目31番2号,"['箱崎駅より 徒歩6分', '箱崎宮前駅より 徒歩7分', '箱崎九大前駅より 徒歩8分']",2008年7月,福岡市東区
https://db.self-in.com/mansion/53470.html,アプローズ箱崎駅東,福岡県福岡市東区原田2丁目1580番1号,['箱崎駅より 徒歩7分'],2008年7月,福岡市東区
https://db.self-in.com/mansion/568457.html,アイランドタワースカイクラブＢ棟,福岡県福岡市東区香椎照葉3丁目3番1号,['千早駅より バス18分'],2008年7月,福岡市東区
https://db.self-in.com/mansion/54390.html,フリーディア箱崎リビエ,福岡県福岡市東区箱崎1丁目32番25号,"['箱崎駅より 徒歩5分', '箱崎宮前駅より 徒歩6分']",2008年6月,福岡市東区
https://db.self-in.com/mansion/54194.html,ファーネスト箱崎公園,福岡県福岡市東区松田2丁目4番18号,"['柚須駅より 徒歩15分', '西鉄バス「原田東町」バス停より 徒歩4分', '箱崎駅より 徒歩20分']",2008年6月,福岡市東区
https://db.self-in.com/mansion/54468.html,ハイグランド香椎駅前,福岡県福岡市東区香椎駅前3丁目31番11号,"['西鉄香椎駅より 徒歩6分', '香椎駅より 徒歩7分']",2008年6月,福岡市東区
https://db.self-in.com/mansion/553717.html,アイランドシティヴェルデコート１区５番館,福岡県福岡市東区香椎照葉1丁目3番5号,"['香椎花園前駅より 徒歩13分', 'アイランドシティバス停より 徒歩1分']",2008年6月,福岡市東区
https://db.self-in.com/mansion/554238.html,アイランドシティヴェルデコート,福岡県福岡市東区香椎照葉1番3号,['アイランドシティ中央公園停バス停より 徒歩1分'],2008年6月,福岡市東区
https://db.self-in.com/mansion/516494.html,アイセレブ箱崎駅前,福岡県福岡市東区筥松2丁目21番10号,['箱崎駅より 徒歩1分'],2008年3月,福岡市東区
https://db.self-in.com/mansion/516804.html,ピュアドーム箱崎アートリア,福岡県福岡市東区箱崎1丁目1番21号,"['吉塚駅より 徒歩10分', '箱崎駅より 徒歩9分', '馬出九大病院前駅より 徒歩6分']",2008年3月,福岡市東区
https://db.self-in.com/mansion/717582.html,アイランドシティヴェルデコート１区４番館,福岡県福岡市東区香椎照葉1丁目3番4号,"['アイランドシティバス停より 徒歩1分', '千早駅より バス10分']",2008年2月,福岡市東区
https://db.self-in.com/mansion/54062.html,サンリヤン美和台２番館,福岡県福岡市東区美和台4丁目9番1号,['三苫駅より 徒歩1分'],2008年2月,福岡市東区
https://db.self-in.com/mansion/54110.html,エイリックスタイルウィズ松島,福岡県福岡市東区松島1丁目29番6号,"['箱崎駅より 徒歩15分', '松島1丁目バス停より 徒歩2分', '箱崎駅より バス7分']",2008年2月,福岡市東区
https://db.self-in.com/mansion/54127.html,エバーライフヒルズ名島Ａ棟,福岡県福岡市東区松崎3丁目521番1号,['名島駅より 徒歩12分'],2008年2月,福岡市東区
https://db.self-in.com/mansion/54128.html,エバーライフヒルズ名島Ｂ棟,福岡県福岡市東区松崎3丁目36番16号,"['名島駅より 徒歩12分', '西鉄千早駅より 徒歩15分']",2008年2月,福岡市東区
https://db.self-in.com/mansion/54129.html,エバーライフヒルズ名島C棟,福岡県福岡市東区松崎3丁目36番17号,['名島駅より 徒歩12分'],2008年2月,福岡市東区
https://db.self-in.com/mansion/54130.html,エバーライフヒルズ名島Ｄ棟,福岡県福岡市東区松崎3丁目3番1号,"['名島駅より 徒歩12分', '西鉄バス「火の見下」バス停より 徒歩5分', '西鉄千早駅より 徒歩13分']",2008年2月,福岡市東区
https://db.self-in.com/mansion/53891.html,アーバンパレス箱崎,福岡県福岡市東区筥松3丁目2266番1号,"['箱崎駅より 徒歩5分', '西鉄バス「米一丸」バス停より 徒歩2分']",2008年2月,福岡市東区
https://db.self-in.com/mansion/53895.html,サンリヤン美和台１番館,福岡県福岡市東区美和台4丁目8番10号,['三苫駅より 徒歩2分'],2008年2月,福岡市東区
https://db.self-in.com/mansion/722058.html,エバーライフヒルズ名島,福岡県福岡市東区松崎3丁目36番17号,['千早駅より 徒歩14分'],2008年2月,福岡市東区
https://db.self-in.com/mansion/53025.html,エイリックスタイルフィール箱崎公園,福岡県福岡市東区原田4丁目118番1号,['箱崎駅より 徒歩23分'],2008年1月,福岡市東区
https://db.self-in.com/mansion/53521.html,サントノーレ箱崎西,福岡県福岡市東区東浜1丁目140番,"['箱崎宮前駅より 徒歩13分', '吉塚駅より 徒歩13分', '馬出九大病院前駅より 徒歩15分']",2007年10月,福岡市東区
https://db.self-in.com/mansion/516609.html,エンクレスト香椎,福岡県福岡市東区千早5丁目4番1号,"['千早駅より 徒歩9分', '西鉄千早駅より 徒歩8分']",2007年9月,福岡市東区
https://db.self-in.com/mansion/53030.html,アーサー名島リバーパーク,福岡県福岡市東区松崎3丁目11番9号,"['名島駅より 徒歩14分', '火の見下バス停より 徒歩26分']",2007年9月,福岡市東区
https://db.self-in.com/mansion/53031.html,アムール箱崎駅東,福岡県福岡市東区筥松1丁目15番4号,['箱崎駅より 徒歩8分'],2007年9月,福岡市東区
https://db.self-in.com/mansion/542555.html,ピュアドームアドニス吉塚,福岡県福岡市東区馬出5丁目20番33号,"['吉塚駅より 徒歩6分', '馬出九大病院前駅より 徒歩12分']",2007年9月,福岡市東区
